No.,Subject,Review
995,WIX1003,Great Course have already learned so much. And still hoping to learn more.
996,WIX1003,"Great mental workout. Well-explained, but the coding challenges and bonus questions are challenging enough to allow for a lot of growth even for more advanced students."
997,WIX1003,As someone with only (UK) high school level maths I just about managed to follow this. I am still confused by logarithms. I guess I should go and read the maths for computer science resource.
998,WIX1003,I had a great time taking this course. It was a very good course in algorithms that explained the core concepts really well rather than just providing a high level overview. The assignments take some time but it aligns with what the instructor is teaching. The instructor is absolutely excellent because he takes the time to go through the math and iterations which helps to develop a deeper intuition for these algorithms. Looking forward to completing his other courses when I got time.
999,WIX1003,"Course is brilliant, but at least for me the completion took in average 3 times more effort than expected by authors (4-8 hrs/week). Of course this is mostly due to my low experience with programming, but still, might be relevant for other learners, who don!t have much experience."
1000,WIX1003,Sometimes too much mathematics.
1001,WIX1003,"It was an awesome and challenging course.And ,the lecturer Mr.Tim Roughgarden did introduced the gist that I need.So ,of course, I owe him a big thank.Thank you all."
1002,WIX1004,
1003,WIX1003,Professor Roughgarden explains everything clearly and is engaged in the topic. His excitement about algorithms comes though in his teaching.
1004,WIX1003,"Professor Roughgarden managed to explain all the algorithom ideas in a clear and simple way, and give us a very intuitive understanding of these methods. He did give me confidence in this field, even I am not majoring in CS."
1005,WIX1003,"I thoroughly enjoyed this course. I learned a great deal, and particularly enjoyed the programming assignments. Looking forward to starting course 2."
1006,WIX1003,Well designed and good to refresh the basics on many top algorithms
1007,WIX1003,N/A
1008,WIX1003,"This course has relatively few instructions about homework. I believe more test cases would be better.(Though able to be found in forum.) Besides, lecture is really awesome. Thanks a lot."
1009,WIX1003,Very good course in algorithms. I bought the book to help me understand but the lectures make it way easier and thus much more fun to understand the analysis. Looking forward to complete the spec
1010,WIX1003,I like this course a lot. Going to learn everything in the specialization.
1011,WIX1003,Excellent course. The statistical analysis was a little too fast and overwhelming towards the end but overall I learned a lot.
1012,WIX1003,I would really love to take this course as I m currently a computer science and thanks for granting me this course Yuhuuuuu!
1013,WIX1003,it is very important to learn algorithms as it is truly said it is heart of computer programming .. I am very happy and thanks for offering such a course to coursera and have just started hope will learn something so that it will help !!!!
1014,WIX1003,"The professor is very good. However, pictures and graphics mean a thousand words. These lectures rely too much on words. It makes it how to visualize the concepts. Hope to see more pictures. Animation will be the best."
1015,WIX1003,Great course but audio and video are terribly out of sync.
1016,WIX1003,"The course was pretty good. Definitely worth the money, and better than I expected from an online course. I thought it was a little heavy with probability proofs, but that's probably because I struggle with stats."
1017,WIX1003,No
1018,WIX1003,"I was glad to get exposure to famous algorithms through this class, but I don't feel like I really developed an intuition for reasoning about their runtime. The class was challenging, but mostly for the wrong reasons. I spent more time and energy pouring over the answers to tricky quizzes and having to implement algorithms exactly as described in the lecture notes rather than really truly learning. It also took me much longer than the 4-8 hours per week advertised to complete each week."
1019,WIX1003,Thank you so much! I grown so much in the field of Algorithms because of this course. Onto the next one.
1020,WIX1003,Liked the style and intensity of the course!
1021,WIX1003,This is a best algorithm course I have ever done!
1022,WIX1003,"The instructor for this course is absolutely excellent. He is a master of the subject and explains the material to get at the concepts behind it rather than just a superficial understanding. He also does not get lost in mathematical notation, explaining clearly what each piece of the math he is showing us means."
1023,WIX1003,Very good course !
1024,WIX1003,It's an amazing introduction to algorithms. I enjoyed listening to the lectures. All the algorithms were explained in detail.
1025,WIX1003,The course was quite useful and enlightening！I was a good start to learn algorithms!
1026,WIX1003,"Tim Roughgarden teaches with wit and depth. Speaking with idiomatic verve, he injects life into Algorithms!"
1027,WIX1003,A must for wannable computer geek.
1028,WIX1003,The ideas from this course are fun.
1029,WIX1003,"Very good review of divide and conquer algorithms, however, I only recommend for those who are willing to put in the hard work as I found it challenging."
1030,WIX1003,I'm so glad that I've taken this course. This is really fantastic.
1031,WIX1004,-
1032,WIX1003,Banyak belajar
1033,WIX1003,"This is a great course. The teacher is very clear, and the material is very interesting. The programming assignments are interesting: the problems asked are very simple, but the input is generally too large to use brute force: you really have to implement the algorithms presented in the videos. This makes you realize how much smart algorithms can make a difference.The level of the class is relatively high, compared to other Coursera courses I've taken. If you want some serious training on algorithms, look no further."
1034,WIX1003,"I would recommend this course to anyone who has some experience with coding, but has not taken an algorithm course. I particularly like this course because it is more ""math-heavy"" than some of the other courses. After taking this course, you might not be able to solve all Leetcode problems (so probably will not help with your interviews directly), but from an intellectual point of view, I think the instructor does a good job explaining why people care about algorithms and how to analyze a class of algorithms rigorously."
1035,WIX1003,Challenging but Insightful. Definitely worth it.
1036,WIX1003,"This course offers one of the best introductions to reasoning about algorithms in a mathematical way. However, it is not just theory, it also gives you practical advise and forces you to polish up your programming skills as well by implementing some of the most useful and popular algorithms for sorting and similar applications in whatever language you wish."
1037,WIX1003,"Excellent course. What I valued most about this course was the clarity with which proofs and algorithms are explained. In learning algorithms one really profits from a great professor. Keep in mind that this course involves mathematics for proofs and I believe one has to be really curious about algorithms and dive into proofs to take full advantage of this course. Regarding assignments they are challenging but definitely approachable if you have some experience in programming. My advice: do not get discouraged, this is all about resilience!"
1038,WIX1003,Excellent course! I would recommend it to everyone who wants to learn algorithms.
1039,WIX1003,"Awesome,right now I know why algorithms are most important..!!"
1040,WIX1003,Tim gives great insights and draws attention to the right things at right time! Exercise and quizzes are very helpful and makes you think in right direction. Also the in-video-quizzes are well thought of to make you think about the topic being described in the video and thus makes it easy to understand the contents. This is just the right course anyone should take to improve/learn algorithm and data structures course. I've got got aaha! moments multiple times. Can't thank Tim enough!!
1041,WIX1003,Dr baik
1042,WIX1003,Cool class
1043,WIX1003,Exceptional materials and teacher.
1044,WIX1003,Great
1045,WIX1003,Challenging and fun!
1046,WIX1003,Amazing course!
1047,WIX1003,The unique value of taking the course: read and think through the material with guidance and completing its assignments is the efficiency by saving all the search cost would I collect on my own the good and succinct presentation of the knowledge and exercises with solutions (at least correctness checks.) The entire detail of an algorithm is hard to keep afresh in memory and one needs to refresh it from time to time. It is very cost-effective to take a course like this to accelerate the refresh.
1048,WIX1003,"Very good course on algorithms, a lot of terms explained in details with exercises"
1049,WIX1003,"Well structured, well explained. Great course!"
1050,WIX1003,Very nice course !!
1051,WIX1003,This is a great course for who doesn't have a computer science background!
1052,WIX1003,This course has some great quiz questions. I'd recommend it to people just for them.
1053,WIX1003,"The math in this course is quite difficult, but the professor does a great job of explaining it in a very easily understood way."
1054,WIX1003,very challenging fast-paced course
1055,WIX1003,I was very amazed with his really good lectures. Especially proving each algorithm's correctness and performance was very interesting and stimulated my curiosity. I also need to note that optional videos for probability helped me a lot to understand this course. I would like to recommend my friends definitely.
1056,WIX1003,"Great course to improve your skills on Algorithms, Space and Time complexities"
1057,WIX1003,Professor Roughgarden makes algorithms cool. With his passion for the topic you can't help but get excited about it too. I feel like I got a deep understanding of the topics covered versus just learning a recipe to sort an array. Looking forward to more.
1058,WIX1003,Needs hands-on experience with high-school probability to help crack the exams
1059,WIX1003,nothing
1060,WIX1003,It would be nice to see more examples especially were we have too many formulas. I still confused with probability.Also hadwritting isnt really helping. I am most of the time decoding scripts. In addition he is reading the formula at one moment and in around 3-4 seconds it appears on the screen. So I kind of listening him while trying to read what is happening on the screen. horrible experience.
1061,WIX1003,"Personally, I would recommend this course to anyone who really wants to learn how things work in that sort of algorithms. I found the assignments a little difficult, but also extremely helpful."
1062,WIX1003,tiada
1063,WIX1003,it was awsome!! one of the best courses and materials regarding algorithms i have taken!thanks a lot!totally worth my time and money =)
1064,WIX1003,Great course with interesting assignments.
1065,WIX1003,"the tutorials is not for average students, it takes a very high skill to understand them . also the quiz nd the assignments r too tough.hope you can make them a bit easy, the last one ,ie with graphs and trees was a bouncer. If the maths required is so high, please take a week to first explain the math fresher required in course and then start the main course"
1066,WIX1003,This is great course
1067,WIX1003,It's an amazing courses aiming to high-level and fast-pace algorithmic thinker.
1068,WIX1003,"I enjoyed this course, it was more challenging than the first one in the sequence, especially in the graph-search portion. The last 2 weeks are much more simple, but it is still essential for any serious student of CS to learn about data structures, especially common and practical DS such as heaps and hash tables."
1069,WIX1003,"The professor is amazing. He has the ability to present the material very clearly, concise, and with a good dose of humour! I would definitely recommend it to anyone interested in algorithms and data structures as an undergraduate or a professional."
1070,WIX1003,good in depth knowedge.
1071,WIX1003,"This was another good one, providing a slightly deeper dive than I had seen in other courses. The big revelation here, for me, was the addition of Bellman-Ford algorithm for evaluating shortest path in networks (graphs) that have some negative distance values between nodes.I also like the approach to data structures (high-level, then drilling down into increasing detail for level of interest) I find it hard to say I understand a data structure based on ""Interface and Theory"" and I would have felt the certification meant more with at least a rudimentary implementation. I guess that makes me a coder at at heart.I am about to jump into the next course of the specialization: Greedy Algorithms, Minimum Spanning Trees, and Dynamic Programming As with the two courses before, I am expecting new revelations about the kind of programming issues I've been solving for more than fifteen years."
1072,WIX1003,A really good course
1073,WIX1003,Useful refresher!
1074,WIX1003,"I learned a lot lot lot, no more to say. Fantastic."
1075,WIX1003,"very good course! but I think this specialization focus on mathematical analysis, we need to practice more"
1076,WIX1003,"Great course, at least for people like me who lack of computer science background."
1077,WIX1003,This course let me feel algorithms is not hard as I thought. It is worth to learn
1078,WIX1003,"I really enjoyed it. Perfect balance of practice and theory together with clear explanations. I also appreciate the mentors efforts that always answer any questions and try to help. Thank you Tim, Vassilis, and Arjit."
1079,WIX1003,"This is a great course. The teacher is very clear, and the material is very interesting. The programming assignments are interesting: the problems asked are very simple, but the input is generally too large to use brute force: you really have to implement the algorithms presented in the videos. This makes you realize how much smart algorithms can make a difference.The level of the class is relatively high, compared to other Coursera courses I've taken. If you want some serious training on algorithms, look no further."
1080,WIX1004,-
1081,WIX1003,Good learning
1082,WIX2001,"Nice course and exams problems. I recommend this course if you want to understand the basics of graphs, trees and heaps."
1083,WIX2001,The material was a little light and far fewer video quiz questions to test our understanding of the material. I also tried to test myself on BFS and DFS by doing online quizzes like geeksforgeeks - bombed really hard.
1084,WIX2001,"Excellent mix of math (not too much), programming details (probably needs a little bit more) and practical applications!"
1085,WIX2001,This is great course and amazing refresher!!!
1086,WIX2001,The early part of the course does not make a compelling argument for why we need to analyse complexity. The lectures are interesting but not helpful for use in business.
1087,WIX2001,"Super interesting course, I have never seen in my lifetime.Watch me ;))"
1088,WIX2001,I am really satisfied by the course .....just love the lecture and slides too :) .....
1089,WIX2001,"Tim does an excellent job explaining things at depth and at the same time keeping things interesting. The quizes and programming assignments are well thought and carefully balanced vs the material taught. They force you to stretch just a bit beyond the lectures, which is a good thing IMHO.And there is a wealth of advanced/optional material for the curious."
1090,WIX2001,I love how clear the videos (and notes) are and re-watching them really helped a lot! I wish there was more discussion on the forms though!
1091,WIX2001,It's challenging but interesting.
1092,WIX2001,"The best Coursera class I took so far! The instructor has a good pedagogic approach -- for every problem he discusses, he starts with an intuitive explanation illustrated on a simple example, and afterwards provides a rather rigorous justification for the algorithms (omitting only secondary details).I found the problems challenging, and the quizzes required quite some thought, not only repeating/slightly modifying statements made already in the lectures. This made it feel closer to a real class than the other Coursera courses I took so far."
1093,WIX2001,"Very much to the point, no nonsense, good course!"
1094,WIX2001,Many of the weeks' videos were out of order.
1095,WIX2001,"Week 4 was significantly more time-consuming than the others, but it is still an excellent course overall. Recommended!"
1096,WIX2001,Well done!!!! That is the first English course I have finished!!!!
1097,WIX2002,"Well done, made a very difficult topic accessible."
1098,WIX2002,if u do those math it will definitely help u to be advance
1099,WIX2002,It's a very nice course if you're doing some refreshing of college chemistry.
1100,WIX2002,"The material was good, but I did notice a couple of lectures and in-course questions presented out of order. What really turned me off, however were quizzes. In weekly quizzes the first answer was always the right answer. In the final quiz most of the questions had the first answer as the right answer. Since randomizing the answers is so obvious and easy, I am really at a loss why the quizzes would be presented in this way."
1101,WIX2002,A lot of calculation errors and incorrect answers
1102,WIX2002,no
1103,WIX2002,"Excellent course, very challenging, instructors take the time to explain the work very well.My only suggestion would be that week four be split into two more manageable sections, as it was quite large and there were many different topics covered. As aqueous equilibria are not my strong suit, it was a lot to take in"
1104,WIX2002,Tutorial tertalu banyak assignment
1105,WIX2002,Great Course
1106,WIX2002,"The course is well-structured, clear and coherent. The assessments are quite good too. Recommend it!"
1107,WIX2002,"Excellent course. If you are struggling with high school chem, or need a good foundation for college chem - this course moves you through the concepts and gives you lots of practice problems."
1108,WIX2002,"It is a good course for beginners, but it is too slow for advanced learners who want to refresh their knowledge."
1109,WIX2002,N/A
1110,WIX2002,I am new to teaching AP Chem and this class was a great refresher for me....I suggested that my students enroll.
1111,WIX2002,"Although I had taken this course and higher levels in the past, there are still many subjects that I do not feel I have mastered them. This course helps me to achieve that goal. Also, it does not mean that this is not a flawless program, but by far is much much much better than the program I had attended in the past.I like to appreciate both instructors for their time and the effort they have put into making these wonderful videos for many students around the world!"
1112,WIX2002,This whole program is so knowledge-giving...thanks to Coursera and University of Kentucky.😊
1113,WIX2002,"There were some mistakes and weird glitches, but overall solid overview of second-half chem"
1114,WIX2002,Great.. I'm chemistry.. And this course is very useful to remember all things have you learnt in the university... Thank u
1115,WIX2002,This is realy helpfull and interesting.
1116,WIX2002,Itt's great! Nicely explained with step by step resolution of problems. I loked it :D
1117,WIX2002,Great explanation. I am very satisfied.
1118,WIX3002,thank you for the course. great
1119,WIX3002,i like it but there is ALOT to do i am 13 taking this for science class and i am starting to get lost in what the are saying
1120,WIX3002,"Needs some means of feedback. Several times I felt sure that a question was wrong, but there's nothing to be done about it. Additionally, it would be nice if, after completing (and passing) a test, you could see what you did wrong and how the answer should have been determined."
1121,WIX3002,very easy to follow
1122,WIX3002,The course is very well organised and presented.
1123,WIX3002,Very Good course ! Hope to see Organic Chemistry and some Biology courses by University of Kentucky like this.
1124,WIX3002,It's great! Thank you for everything :))
1125,WIX3002,"amazing course. all topics about chemistry are here, very good quizes. a good course"
1126,WIX3003,"I used this course as a significant portion of my preparation for the CLEP Chemistry exam, and passed today with an A! Thank you!"
1127,WIX3004,
1128,WIX3005,kind of boring and I am not learning how half this info is obtained or why it is relevant to real world chemistry
1129,WIX3005,Too many assignment
1130,WIX3005,The subjects are very well covered. Great explanation. Very recommendable
1131,WIX3005,Excellent lecture videos with practice problems that are very helpful in recalling the chemical concepts. Really wish this course could offer at least an SOA so learners can be more motivated.
1132,WIX3005,Thoroughly enjoyed this course! Problems and assignments are quite challenging but doable
1133,WIX3005,Dissapointed with the class
1134,WIX3005,This challenging course improves understanding of algorithms and is intellectually stimulating. I learnt the theory behind algorithms and how they are applied to solve real world problems.
1135,WIX3005,"Awesome! The professor is obviously very knowledgeable about the ancient Greece history and it's a pity that I'm done with the course; I wish I could attend the full, comprehensive version of it! On top of the basic history, I appreciated the comments on the research method, the nuances in the interpretation of different events, the presentation of additional elements (e.g., pictures, maps, artifacts) to support the lectures, etc. I was sometimes rushing a bit to go through all the reading assignments but I'm glad to know now what to read and where to search to get more information on the topic. I think it's one of the good side-effect of this course: it motivates you to learn even more about the ancient Greeks. Thanks!"
1136,WIX3005,"Very good. The readings indicated helped to expand my knowledge of Ancient Greece. Every undergraduate student in History, Philosophy, Archeology etc, must take this course."
1137,WIX3005,Dr is great and helpful
1138,WIX3005,"Excellent overview and introduction to Greek history. I am travelling to Greece later this year and wanted to get a better understanding of Greek history to appreciate the art, literature, architecture and sites which I will be visiting. This course was both educational and entertaining. I highly recommend and look forward to building upon the knowledge acquired in the course. Thank you!"
1139,WIX3005,"The course was fascinating. At first, I must admit Professor Andy seemed quite dry at first, but as I began to understand his wit, I waited continually for him to deliver something extremely hilarious. I still laugh when I think about the reference to ""Bats whispering"". His understanding of the topic was excellent and his ability to communicate such a tremendous span of critical Western history efficiently and in an organized manner made the course valuable to me. I learned enough to of course understand I knew little, though I have written down several areas I want to research on my own to expand my knowledge. Great course, great lectures, thank you for presenting it to us and helping us learn!"
1140,WIX3005,"Ancient History: it is not boring anymore (for me)! Charming Prof. Andrew Szegedy-Maszak gives materials in a way, that you feel an every character (even mithological) was a real person involved in a real story. I also like nice sence of humor and a voice of lecturer! A lot of reading was easy and interesting to learn during the course."
1141,WIX3005,A fantastic course: Very well-presented and hugely informative.
1142,WIX3005,Great course !
1143,WIX3005,Comprehensive course. I gained a great deal of information that helped to fill gaps in my own knowledge base.
1144,WIX3005,Great Job. Andy definitely is the best.
1145,WIX3005,Excellent course. Really inspired me to learn more.
1146,WIX3005,What a great course! I have enjoyed it a lot!
1147,WIX3005,Very Interesting course that covers a huge range of topics over a long period of time. A very well informed lecturer who can speak about the subject matter in a clear and concise manner.
1148,WIX3005,"Fantastic Course! Really well structured, lectures are really interesting and I have really enjoyed it!!"
1149,WIX3005,Well prepared course.
1150,WIX3005,Some great material and I learned a lot. I did in fact complete the course but chose not to submit written material. Sometimes the lecturer was perhaps a little dry.
1151,WIX3005,none
1152,WOA7001,Excellent course. It has a perfect rhythm and the teacher has a good pronunciation which it is a important detail for no native english like me. I recommend strongly.
1153,WOA7001,"Fantastic course. Information packed, but not overwhelming. The links to online readings provide nice context for a lot of the lectures, but weren't in any way daunting. Highly recommend!"
1154,WOA7001,"Even though the professor talks in a monotone voice, I was so fascinated by the course content that I was able to overlook it."
1155,WOA7001,"I found this a really interesting course to complete. The lectures are easily digestible and help to provide context for various readings that you complete along the way. I would have liked an introductory lecture that gave an overview of some of the major themes of the course more clearly (I felt a bit at sea throughout the first topic having never studied this before. I didn't know what to pay attention to). But once we were underway, I had no trouble working out the flow of events. I really enjoyed this- thank you!"
1156,WOA7001,"I love listening to these lectures. The professor is highly informed on the subject matter and his personality brings these myths and historical insights to life through engaging, clear story telling. I honestly did not know what to expect from the course, but I am deeply interested and hope to retain at least the main points of the lectures to take with me in my understanding of the world and the development of our richly influenced society by the Ancient Greeks."
1157,WOA7001,tiada
1158,WOA7001,"A good starting point to learn more about the ""Ancient Greeks"""
1159,WOA7001,"Great course, but the quizzes are not quite there yet. They focus too much on minor details and the questions are sometimes awkwardly phrased."
1160,WOA7001,"I found Wesleyan University's course ""The Ancient Greeks"" rich in varied information. Professor Andrew Szegedy-Maszak's lectures are particularly thoughtful and the quizzes are clear. An altogether enjoyable, well-worth experience."
1161,WOA7001,Very informative and filled with interesting tidbits. I loved it.
1162,WOA7001,"Totally excellent and enthralling! The subject matter is well treated and easy to follow. The quality of the videos are top as well. I fell the the mix of lecture, reading and quiz at the end of the week was just right."
1163,WOA7015,"excellent course, I enjoyed it a lot!It helped me to gain an overview over ancient greek history.Great lecturer!"
1164,WOA7015,"Fantastic course. Very enjoyable, quite clear and shed light on quite a lot of complex concepts. It's not hard to follow, but certainly arouses your curiosity and makes you explore more. Thank you for all these great lectures."
1165,WOA7015,"An excellent course, one of the best I’ve done at Coursera. I hope Prof. Andrew Szegedy-Maszak will give more courses on this subject, starting with the end of this course, the 4th century BCE, progressing to the 3rd, 2nd etcetera BCE!"
1166,WOA7015,Cool
1167,WOA7015,Perfect!
1168,WOA7015,The professor was extremely knowledgeable and clear.
1169,WOA7015,Wonderful course !
1170,WOA7015,I love the way this professor talk about events. I learned so much.
1171,WOA7015,"I love this class. So much important history that can be related to current events and people. I highly recommend everyone to take this course and think about it. We still make the mistakes these people did, and the successes are a part of our existence today. Instructor is very pleasant too."
1172,WOA7015,
1173,WOA7015,Inspiring instructor. A lot of clarity in the lectures and some really interesting facts and stories. This course is almost like watching a great movie.
1174,WOA7015,"Thank you so much for conducting such a well paced course to the prelude of Greek's history!The course was simply fascinating! Professor Andrew's teaching style was very detailed, often humorous and also engaging. It felt as if I was really present in one of his lectures in the university classroom!The provided reading assignments also immensely helped in gaining an in-depth understanding of the course content!The active discussion forum gave me the opportunity to fine tune my learning through Q/As and additional articles for further reading, provided by the very generous, friendly and encouraging mentors!Looking forward to such a course in future,With best regards,Saoumitaa G"
1175,WOA7015,"I have learned many issues and insights, and I am most satisfied."
1176,WOA7015,"The professor certainly knows a lot about this subject, but his delivery is stiff and dry. If he shared his passion for the subject with us it would be more enjoyable. On the plus side, I admire how he shares the Greek language with us so capably and combines art with his lectures."
1177,WOA7015,course yang menarik
1178,WOA7015,I will keep thinking with the Greeks.
1179,WOA7015,Best instructor and lectures covering the entire area..But Assignments should include more questions so that to cover entire content of course.
1180,WOA7015,"So thanks Prof ,i think that it was a great course and really my hope now is to visit Greece to recall Homer,Socrates,Hesiod,Solon.........................As a course ,Ancient Greeks resource me much and i advice all students to take this wonderful course."
1181,WOA7015,"It's really well organized. I like the pace of the course and the voice of ""Professor Andy""!"
1182,WOA7015,This is my first coursera course and I love it.
1183,WOA7015,A global and balance view of the ancient greek history
1184,WOA7015,Dr patut fokus dalam kelas tutorial untuk membantu pelajar dalam assignment 
1185,WOA7015,"Awesome course, excelent material, great classes."
1186,WOA7015,Excellent course!It is a must take course for the lover of Ancient Greece.
1187,WOA7015,"The course is very well structured for a diverse range of learners. You could get a very deep knowledge and understanding through the readings (Greek tragedies, Herodotus, Thucydides etc) and the lectures, or a broad survey of the Ancient Greeks by just watching the videos. The professor also combines the narrative, the methods used to study those narratives and the limits to our knowledge in an erudite yet engaging manner.Definitely recommended as a top quality resource for anyone who wants to learn about Ancient Greece."
1188,WOA7015,"An excellent course for those interested in an introduction to classical studies. I studied roman history and latin at high school, and I was eager to learn more about the ancient greeks. This course provided me a great introduction. And it raised my interest in reading ancient greek authors. That was the strongest point for me: no need of animation, I liked the invitation to read ancient texts."
1189,WOA7015,This is an excellent course and I have enjoyed listening and reading everything it has to offer.
1190,WOA7015,Great Course!
1191,WOA7015,WWonderful course.great professor
1192,WOA7015,Interesting and informative! Professor is the best!
1193,WOA7015,This was an excellent course on The Ancient Greeks. I studied Ancient History and Archaeology at University a few years ago and I found this a brilliant refresher to knowledge I had forgotten. It was well structured and interestingly taught.
1194,WOA7015,Very interesting! I wish there is some animation film to explain the narative.
1195,WOA7015,Wonderful and interesting course. Thanks!
1196,WOA7015,"it´s very interesting course ,it gives you all the details you need in the classic studies ."
1197,WOA7015,An amazing course! I have found many interesting details and also received completely new way of seeing the history of democracy! Special acknowledgment to professor Andrew Szegedy-Maszak for his work and generous way to give knowledge to the students!
1198,WOA7015,It's just plain excellent. Great content and professor.
1199,WOA7015,A very interesting course and I'm at the beginning of this course and already have learned a lot about
1200,WOA7015,"Outstanding course, delivered measuredly, concisely, and clearly. A wonderful panoramic introduction to the Ancient Greeks. Inspires one to dig deeper. Thank you so much for offering this course on Coursera."
1201,WOA7015,This course was simply fantastic ! I was captivated. Pr. Szegedy-Maszak is such a great teacher. He makes you really live and love the subject. I'm looking forward for new courses. Thank you very much.
1202,WOA7015,the tests are difficult.
1203,WOA7015,"An engaging look at Ancient Greece from the Minoan civilisation on Crete through to the death of Socrates (with some bonus material on Alexander the Great by popular demand!). The course is extremely well-designed and presented by first-rate lecturer, Professor Andrew Szegedy-Maszak of Wesleyan University. Totally recommended."
1204,WOA7015,N/A
1205,WOA7015,Excellent course! I'd like to thank the professor for such good lectures
1206,WOA7015,well presented and thought provoking
1207,WOA7015,"Fantastic course. Nicely paced with good lectures and background reading. Highly recommended if you want to learn about history of ancient Greece, with a side order of drama, literature, lives of women, slaves and metics (do the course and you will know who they are). Highly recommended."
1208,WOA7015,"I enjoyed this course. It was very interesting, the teacher explained each topic well. A very informative journey through the Ancient Greece."
1209,WOA7015,Great course that let you have a quick look over the greek rise and fall over 2000 years ago.
1210,WOA7015,"Poor visual aids, course content and format."
1211,WOA7015,"It is a good course and the instructor is very knowledgeable on the subject. It´s just that, after a while studying about wars it seems that there´s no ending or purpose. It is a very good analisys though."
1212,WOA7015,"Loving this course! Very engaging subject matter and instructor has discussed topics in such a way as to make you want to know more and to continue with the lessons even though it's way past bedtime!I have learned quite a bit so far and am developing further interest in that time period, especially how the Ancient Greeks have shaped societal constructs and belief systems and how they have affected us throughout the ages to modern life as we know it."
1213,WOA7015,"The professor is very comfortable lecturing in front of a camera, which makes it quite easy to follow the lectures and what he is explaining."
1214,WOA7015,Professor is very knowledgable and honest about the topic. As a student of classical civilizations I loved his simple communication style to explain concepts that tend to become overly complicated by bad professors. Definitely enjoyed
1215,WOA7015,"The course was very interesting. My recommendation would be to also include videos as resources, where possible. For example, I found videos of 'Medea' and 'Antigone' on Youtube and watched them and loved them! Since it's theater, it's completely different seeing the play than just reading it."
1216,WOA7015,It's a nice way to learn how were the greeks! In a fews words: Awseome!
1217,WOA7015,I've found this course extremely helpful as I teach Greek history to my high school classes. Professor Andy explains crucial events in enough detail yet the videos are concise enough to watch multiple in one evening with good comprehension. Thank you so much for the lectures and great resources! They are invaluable to my planning my unit on Ancient Greece!
1218,WOA7015,This is wonderful swathe through Greek history. I'm glad I was invited along.Thank you.
1219,WOA7015,Great course! Excelente professor
1220,WOA7015,no
1221,WOA7015,"Excellent survey course. Only wish there was more information given on details of daily life, also wish the course was a bit longer. Had issues with verifying the quizes."
1222,WOA7015,"Professor Andy lectures really made me enjoy my time spent learned and studying about the Ancient Greeks, now having skimmed the top of some history of the Ancient Greeks I look to discover more by myself and as suggested in this course. ""Think like the Greeks."" Good day."
1223,WOA7015,"I found The Ancient Greeks course to be excellent, highly informative and well presented. I found the lectures, use of maps and pictures of ancient artifacts to be most useful in supporting the topic. Highly recommended."
1224,WOA7015,Absolutely superb course by lecturer who knows the material inside out.
1225,WOA7015,"The lecturer was quite knowledgeable, but I think he needs to work on his presentation a bit. Particularly at the start of the course he didn't quite know what he was trying to say"
1226,WOA7015,"I had forgotten how much reading there is! I didn't have a lot of time, but I enjoyed the lectures a lot and it revisited my interest in history and ancient civilizations. I think I learned more from this than the Ancient Civ class I took many years ago in college! Most enjoyable!"
1227,WOA7018,"Very good course. I'm enjoying this immensely. Maybe a little less recommended reading, some of the readings are repetitions."
1228,WOA7018,Informative and enjoyable
1229,WOA7019,
1230,WOA7018,Well presented and very enjoyable.
1231,WOC7004,"Well presented, wonderful insight into the world of the ancient Greeks. I learnt a lot, and it has whetted my appetite for more. I really loved this course, and enjoyed it very much indeed"
1232,WOC7004,"Elaborate and absorbing lectures, it was a great pleasure to follow. Thank you, PhDAndrew Szegedy-Maszak! All the best, MK"
1233,WOC7004,Gave me a great overview of the ancient greeks. I now would like to visit these ancient places.
1234,WOC7004,A lesson with discussion about the question of quizz.
1235,WOC7004,I love history and so this class is perfect for historians alike.
1236,WOC7004,An extremely intresting and informative course!
1237,WOC7004,It is a great educational experience that opened the door to the ancient Greek history.
1238,WOC7004,"I knew nothing about ancient Greece before. Excellent course. Thanks. David Pearsall, Greenville NC"
1239,WOC7004,"This is exactly the model that other humanities and ""soft science"" courses should follow on Coursera. Your grades and progress are solely based on your own performance and not on the whims of student reviewers. One is also spared the experience of grading the work of others which is often nearly as painful of a punishment as undergoing a root canal sans anesthesia. Other instructors and the leadership of Coursera need to pay attention to how this course is set up in order to make their own future endeavors better for their students."
1240,WOC7004,Very interesting and well explained.
1241,WOC7004,I thoroughly enjoyed this course. The lectures were easy to follow and the additional reading material fit to the lectures. I would subscribe to a follow-up course any time!
1242,WOC7004,"wonderful really interesting course, well presented and full of fascinating information; well worth doing"
1243,WOC7004,Limited in scope but very good for the time/topics it covers.
1244,WOC7004,"A Great course. very Informative I recommend it to all who want to learn a lot about the ancient Greeks their culture,history and contributions to today's society."
1245,WOC7004,The reading assignments were really good and the pace of the course was very effective.
1246,WOC7004,Very very good course!
1247,WOC7011,"I loved this course and I was a bit sad when I finished it. I found it very interesting and the teacher was very good explaining and making it simple enough. The material used (presentations, maps, photos) really helped to round up the lessons. Overall, a ver"
1248,WOC7011,Perfect course
1249,WOC7011,A really great course!!
1250,WOC7015,"Even though it covers some topics a little ""superficially"", this course is of great value for those who want to get more knowledge about the history and development of ancient Greece. It is really interesting that it does not only cover political and military issues, but also daily life and civic aspects of this civilization.Really recommendable!"
