No.,Subject,Group,Section,Review,Sentiment,Score,Sentiment_Score
901,WIX1002,7,C - C1,...,positive,0.66110009,4
902,WIX1002,8,A - A1,"1. poor content, doesn't cover necessary topics for tutorials, labs, vivas and projects 2. need a complete proper workshop on github, not a fucking showing off. 3. need a guideline workshop on project",negative,0.024000669,1
903,WIX1002,8,A - A1,During our tutorial classes it would be better if the doctor explained to us the lab coding.,positive,0.73714292,4
904,WIX1002,8,A - A1,The teaching/learning can be more relevant with current situation of programming world. Most of the image manipulation application are not being taught,negative,0.407038987,2
905,WIX1002,8,B - B1,"1. remove negative marking in midterm. 2. assessment methods is highly overburdening. 3. lecturer doesn't use mic, write in boards that can not be seen clearly. 4. put1001&1002final in different day",negative,0.053431671,1
906,WIX1002,8,C - C1,"the way he teaches is good, but we aren't allowed to talk to our friends in his lecture even though we are discussing things that are relevant to the lecture. he will call out students when they talk.",negative,0.305853307,2
907,WIX1002,8,C - C1,"1. don't teach assuming that we already know java. 2. don't be racist, rude and moody in class. be friendly. 3. don't make class so long when it can be finished in 1 hour. 4.make stu freetoleave class",negative,0.022330934,1
908,WIX1002,9,A - A1,,positive,0.66110009,4
909,WIX1002,9,A - A1,"Doctor is rude and arrogant. His method lecture is ridiculous. How wasting 1 hour in a 5 credit class by making people read slides?Not helpful rude, arrogant and very proud of himslef.",negative,0.37495932,2
910,WIX1002,9,B - B1,Interactive & not burden to student during lecture,negative,0.265919626,2
911,WIX1002,9,B - B1,Learning process can be improved by trying a different approach to teach students instead of just showing the slides on the screen,neutral,0.596871614,3
912,WIX1002,9,B - B1,The students should not be treated like high schoolers and time is wasted on scolding two people who are talking out of the entire class who is not even distruptive.,negative,0.027015144,1
913,WIX1002,9,B - B1,Making students feel down and demotivated and making them read slide and write on the board isn't a way of teaching coding. Ridiculous teacher with arrogance and rudeness.,negative,0.225528479,2
914,WIX1002,9,B - B1,Integrating some light-hearted course and field related discussions in class to encourage interactiveness and make it easier for students uncomfortable with asking questions to also give their input.,positive,0.7985695,4
915,WIX1002,9,C - C1,It can be very difficult to see the presentation in halls because the screen is not sufficiently clear. Mic fixed to the lecturer will also improve audio clarity and allow the lecturer to move around.,negative,0.369246751,2
916,WIX1002,9,C - C1,Need to change the Doctor and lectures should be more elaborated and practical . Not letting them drown in the open syllabus. Need to change racism and rude teachers.,negative,0.221341774,2
917,WIX1003,1,A - A1,All good.,positive,0.814326346,5
918,WIX1003,1,A - A1,poor and stolen content from NUS content (shameful) inform about lab and lab project at the beginning of semester need classes on assembly language and MCU 8051 IDE didn't learn anything from lab!!,negative,0.140683442,1
919,WIX1003,1,A - A1,-,positive,0.66110009,4
920,WIX1003,1,B - B1,All good!,positive,0.814326346,5
921,WIX1003,1,B - B1,"The lecturer could have explained some of the concepts better by giving more examples. The tutorial sessions can improved by discussing the answer live on the spot, not using past answers",negative,0.36402145,2
922,WIX1003,1,B - B1,"got so many wrong question in midterm, why so irresponsible ?? labs are just show off, do not refer to youtube videos need complete demonstration about Thinkercad, not past recorded fucking video",negative,0.0120551,1
923,WIX1003,1,B - B1,"The teacher's accent is clear, because students even said that sometimes it doesn't feel like he's speaking in English.",negative,0.089524679,1
924,WIX1003,1,B - B1,-,positive,0.66110009,4
925,WIX1003,1,C - C1,All good!,positive,0.814326346,5
926,WIX1003,1,C - C1,"update the course material every year find the easiest way to explain to students, not recorded video please need effective lab and tutorial session",negative,0.23809123,2
927,WIX1003,1,C - C1,-,positive,0.66110009,4
928,WIX1003,2,A - A1,-,positive,0.66110009,4
929,WIX1003,2,B - B1,-,positive,0.66110009,4
930,WIX1003,2,B - B1,"most of the lecture class have technical issues that was the slides pointer can not be seen, but the lecturer seems not to know about this, please make sure the student can see the slides better",negative,0.080997773,1
931,WIX1003,2,B - B1,Sometimes lecture is not understandable as Dr tends to speed through the lecture notes.,negative,0.164734766,1
932,WIX1003,2,B - B1,"Couldnt really understand the lecturer, he could work on his English i think, but maybe that's just me",negative,0.304692686,2
933,WIX1003,2,C - C1,-,positive,0.66110009,4
934,WIX1003,2,C - C1,Expand our faculty,positive,0.667047679,4
935,WIX1003,3,A - A1,"lab and tutorial biasa adalah dua benda yang agak berbeza menyebabkan subjek ini menjadi agak berat untuk dipelajari..subjek ini juga tidak sesuai jika diajar secara online ( semester ini, byk online)",positive,0.626874149,4
936,WIX1003,3,A - A1,ALL GOOD,positive,0.814326346,5
937,WIX1003,3,B - B1,Lecturer can explain more during lectures,neutral,0.561745942,3
938,WIX1003,3,B - B1,ALL GOOD,positive,0.814326346,5
939,WIX1003,3,C - C1,ALL GOOD,positive,0.814326346,5
940,WIX1003,4,A - A1,"Regarding software like IDEs / driver, it would be beneficial to take into account not only the Windows operating system but also include considerations for other operating system such as Apple",negative,0.137619615,1
941,WIX1003,4,B - B1,"Most of the teachings are not understood clearly. The lecture is not organised, while it is good to finish lectures weeks early but important to note that he once taught 3 weeks lecture all at once.",negative,0.084507696,1
942,WIX1003,4,C - C1,The thing that i really missed in this whole course is a good English speaking teacher.,negative,0.358356535,2
943,WIX1003,5,A - A1,no,positive,0.614511788,4
944,WIX1003,5,A - A1,-,positive,0.66110009,4
945,WIX1003,5,A - A1,-,positive,0.66110009,4
946,WIX1003,5,A - A1,The course delivered is not step by step. It is too tough for those without any comp sci knowledge at all. Seems like the course takes every student as experts in this comp sci field,negative,0.042543843,1
947,WIX1003,5,B - B1,no,positive,0.614511788,4
948,WIX1003,5,B - B1,-,positive,0.66110009,4
949,WIX1003,5,B - B1,-,positive,0.66110009,4
950,WIX1003,5,B - B1,"The lecture delivered is not clear at all. So disappointed. We are told by the lecturer to ask Google if there is any question. Also, the lecturer delivered everything with too less of explanation.",negative,0.057821564,1
951,WIX1003,5,C - C1,no,positive,0.614511788,4
952,WIX1003,5,C - C1,-,positive,0.66110009,4
953,WIX1003,5,C - C1,-,positive,0.66110009,4
954,WIX1003,5,C - C1,Help! All the notes given are PowerPoint only! The contents are not even being checked whether correct or wrong. Too less examples given for further understanding. Too less simulated exam question!,negative,0.082463644,1
955,WIX1003,2,A - A1,-,positive,0.66110009,4
956,WIX1003,2,B - B1,-,positive,0.66110009,4
957,WIX1003,2,C - C1,-,positive,0.66110009,4
958,WIX1003,2,C - C1,Expand our college,positive,0.668948531,4
959,WIX1003,5,A - A1,"Stuff learnt is more to electrical engineering, not really clear how to implement what I learned in my workplace in the future",negative,0.176087439,1
960,WIX1003,5,A - A1,-,positive,0.66110009,4
961,WIX1003,5,A - A1,-,positive,0.66110009,4
962,WIX1003,5,A - A1,Dr emran YOURE MY FAVOURITE LECTURER  ????????,positive,0.67002666,4
963,WIX1003,5,B - B1,Lecturer is very nice and patient when explaining the problems and answers,positive,0.670804799,4
964,WIX1003,5,B - B1,"Mr Emran is a remarkable tutor, we would love him to be a lecturer as well, instead of just being a tutor, his teaching methods are very effective for our understanding in CSO",positive,0.860141695,5
965,WIX1003,5,B - B1,-,positive,0.66110009,4
966,WIX1003,5,B - B1,-,positive,0.66110009,4
967,WIX1003,5,B - B1,Good lecturer all the time. Good in delivering. My saviour for this subject.,positive,0.751313269,4
968,WIX1003,5,B - B1,I really like your extra slides and the way you teach during tutorial sessions!! I CAN UNDERSTAND EVERYTHING,positive,0.765313447,4
969,WIX1003,5,B - B1,Sometimes Dr. speaks malay language during the class which is not kindly to international student.,negative,0.169907808,1
970,WIX1003,5,C - C1,"Air con at bk2 should be checked and improved, sometimes not cold and very hot",negative,0.16073665,1
971,WIX1003,5,C - C1,-,positive,0.66110009,4
972,WIX1003,5,C - C1,-,positive,0.66110009,4
973,WIX1003,5,C - C1,"Answer for tutorial questions should be shared, answer for pass year question as well.",positive,0.915927291,5
974,WIX1003,5,C - C1,I LOVE YOUR TUTORIAL CLASSES I HOPE I GET UR CLASSES NEXT SEM ?????,positive,0.802351177,5
975,WIX1003,8,A - A1,-,positive,0.66110009,4
976,WIX1003,8,B - B1,Teaching is very detail but Most of the tutorial not finished discussing. Spend too much time on a question.,negative,0.216833711,2
977,WIX1003,8,B - B1,all tutorial questions can be discussed,positive,0.64970237,4
978,WIX1003,8,C - C1,-,positive,0.66110009,4
979,WIX1003,10,A - A1,Tugasan kursus diperbanyak dalam bentuk video lakonan.,positive,0.705554903,4
980,WIX1003,10,A - A1,Dr doesnt know how to speak english and his lectures are worst. Need to replace as most of the students didnt attend his last classes.,negative,0.077770025,1
981,WIX1003,10,B - B1,Pelajar turut dapat berkongsi idea di penghujung kelas.,positive,0.611321092,4
982,WIX1003,10,B - B1,rakaman teaching dapat juga dimuatnaik ke spectrum utk ulangkaji oleh pelajar walaupun kelas adalah f2f.,positive,0.609536469,4
983,WIX1003,10,B - B1,More experienced teachers should be introduced. Dr wasnt enough as he used to only read the slides which was never enough to complete the course.,positive,0.667494416,4
984,WIX1003,10,C - C1,Memanfaatkan pelbagai kemudahan seperti penggunaan teknologi media massa.,positive,0.726460218,4
985,WIX1003,10,C - C1,whiteboard di dewan kuliah dapat dibersihkan sepenuhnya kerana kesan2 tulisan yang lama masih bersisa.,positive,0.771484375,4
986,WIX1003,10,C - C1,only online video seems acceptable for learning this module,neutral,0.561833501,3
987,WIX1003,10,C - C1,Experienced teachers and more good delivery of lectures need to be introduced. Teachers should not let the topics be a burden on students.,negative,0.407510549,2
988,WIX1003,6,A - A1,-,positive,0.66110009,4
989,WIX1003,6,B - B1,-,positive,0.66110009,4
990,WIX1003,6,C - C1,-,positive,0.66110009,4
991,WIX1003,7,A - A1,please improve the lecture notes,positive,0.678834379,4
992,WIX1003,7,A - A1,,positive,0.66110009,4
993,WIX1003,7,B - B1,tey kok soon is really a good lecturer,positive,0.70162338,4
994,WIX1003,7,B - B1,,positive,0.66110009,4
995,WIX1003,8,A - A1,-,positive,0.66110009,4
996,WIX1003,8,A - A1,dedicate some class hours to labs as it is easy to feel lost when doing the labs. And it can become burdening to have to do tutorials and have to do labs without direct guidance or advice.,negative,0.031398766,1
997,WIX1003,8,B - B1,-,positive,0.66110009,4
998,WIX1003,8,B - B1,the lecturer simplifies the topic and provides clearer explanation,positive,0.768618882,4
999,WIX1003,8,C - C1,-,positive,0.66110009,4
1000,WIX1003,9,A - A1,This course just needs to be a bit more detail.,positive,0.601648211,4
1001,WIX1003,9,A - A1,Assignment task was given quite last minute and required to submit in a short time period. Suggest to give the assignment task earlier to reduce burden of students.,positive,0.652299047,4
1002,WIX1003,9,A - A1,"The slides can be improve, it is lack of details explanation, and didn't list out sometimes all of the circuits. Can check with the lab coding, and when ask questions it's a bit garang.",positive,0.673394203,4
1003,WIX1003,9,A - A1,give more online classes,positive,0.680027366,4
1004,WIX1003,9,A - A1,"I can't fully understand what's the relevance between this course and my major, software engineering. I felt confused with this course as it is related to electrical engineering.",negative,0.113166891,1
1005,WIX1003,9,B - B1,"AS LONG AS WE FOCUS DURING THE LECTURER, THEN NO PROBLEM FOR UNDERSTANDING",positive,0.888344109,5
1006,WIX1003,9,B - B1,"Please set an regular at least 2-3 hours office hour per week for students to consult, because this course is not providing any TAs, and if academic questions need to confirm after class cannot ask.",negative,0.092563771,1
1007,WIX1003,9,B - B1,decrease the difficulty of final exam,neutral,0.544487298,3
1008,WIX1003,9,B - B1,Good if we can form groups ourselves,positive,0.871950984,5
1009,WIX1003,9,C - C1,decrease the difficulty of final exam,neutral,0.544487298,3
1010,WIX1003,9,C - C1,Power sockets can be provided in lecture halls so that students can plug in their laptops during lectures and tests.,neutral,0.510043025,3
1011,WIX1003,9,C - C1,Please give some at least 2-3 slots or 2-3hours of office hours per week. Thankyou. This course don't have TAs.,negative,0.199775323,1
1012,WIX1003,10,A - A1,Tugasan kursus diperbanyak dalam bentuk video lakonan.,positive,0.705554903,4
1013,WIX1003,10,A - A1,Teacher take classes in Malay. He doesnt know how to solve a boolean problem How come the rest .,negative,0.404404193,2
1014,WIX1003,10,B - B1,Pelajar turut dapat berkongsi idea di penghujung kelas.,positive,0.611321092,4
1015,WIX1003,10,B - B1,More experienced teachers should be involved and more good lectures should be taken.,positive,0.912314653,5
1016,WIX1003,10,C - C1,Memanfaatkan pelbagai kemudahan seperti penggunaan teknologi media massa.,positive,0.726460218,4
1017,WIX1003,10,C - C1,Keadaan whiteboard di Makmal Stroustop agak uzur dengan kesan tulisan yang tidak dapat dihilangkan. Dicadangkan agar whiteboard dapat diganti baru.,positive,0.71086812,4
1018,WIX1003,10,C - C1,Dr will always answer my question when I asked questions in the teams,neutral,0.486903697,3
1019,WIX1003,10,C - C1,the teacher was talking to himself in the class. no one understands it. but his online recording is not bad though. strongly recommend video learning,negative,0.031265981,1
1020,WIX1003,10,C - C1,more elaborated lectures need to be taken for labs and difficult lectures. More resources should be given to help the students,positive,0.652206421,4
1021,WIX1003,3,A - A1,ALL GOOD,positive,0.814326346,5
1022,WIX1003,3,B - B1,ALL GOOD,positive,0.814326346,5
1023,WIX1003,3,C - C1,ALL GOOD,positive,0.814326346,5
1024,WIX1003,7,A - A1,please improve the slides,positive,0.68994087,4
1025,WIX1003,7,A - A1,,positive,0.66110009,4
1026,WIX1003,7,B - B1,,positive,0.66110009,4
1027,WIX1003,7,C - C1,,positive,0.66110009,4
1028,WIX2001,2,A - A1,very nice course,positive,0.872610867,5
1029,WIX2001,2,B - B1,Game are interesting,positive,0.795280218,4
1030,WIX2001,2,B - B1,Nothing to be improved,neutral,0.502782285,3
1031,WIX2001,2,C - C1,No improvement needed,positive,0.716897428,4
1032,WIX2001,5,A - A1,i love this course like the only course i feel no pressure at all and can guarantee an A ig......,positive,0.616006255,4
1033,WIX2001,5,A - A1,everything was good,positive,0.726513803,4
1034,WIX2001,5,B - B1,Online method is used instead of physical classes.,neutral,0.588234842,3
1035,WIX2001,5,C - C1,There are 2 versions of lecture slides provided in Spectrum. May standardize and just give one version to reduce confusion.,positive,0.75692457,4
1036,WIX2001,7,A - A1,-,positive,0.66110009,4
1037,WIX2001,7,B - B1,-,positive,0.66110009,4
1038,WIX2001,7,C - C1,-,positive,0.66110009,4
1039,WIX2001,6,A - A1,-,positive,0.66110009,4
1040,WIX2001,6,B - B1,-,positive,0.66110009,4
1041,WIX2001,6,C - C1,-,positive,0.66110009,4
1042,WIX2001,9,C - C1,The SULAM project process is very similar to another course GIG1005 Social Engagement taken in the previous semester.,positive,0.811929882,5
1043,WIX2002,5,A - A1,-,positive,0.66110009,4
1044,WIX2002,5,B - B1,-,positive,0.66110009,4
1045,WIX2002,5,C - C1,-,positive,0.66110009,4
1046,WIX2002,6,A - A1,N/A,positive,0.672459662,4
1047,WIX2002,6,B - B1,N/A,positive,0.672459662,4
1048,WIX2002,6,C - C1,N/A,positive,0.672459662,4
1049,WIX2002,7,A - A1,No suggestion,positive,0.614511788,4
1050,WIX2002,7,B - B1,No improvement,positive,0.638570011,4
1051,WIX2002,7,C - C1,Good,positive,0.747274876,4
1052,WIX2002,9,A - A1,complicated sentences in lecture notes. include more examples,positive,0.65917635,4
1053,WIX2002,9,B - B1,the lecture note is jotted down during lecture,neutral,0.554708302,3
1054,WIX2002,6,A - A1,N/A,positive,0.672459662,4
1055,WIX2002,6,B - B1,N/A,positive,0.672459662,4
1056,WIX2002,6,C - C1,N/A,positive,0.672459662,4
1057,WIX2002,3,A - A1,Nothing to be improved,neutral,0.502782285,3
1058,WIX2002,3,A - A1,It would better if dr provide tutorial question file and answer for student self-study purpose.,positive,0.825954854,5
1059,WIX2002,3,B - B1,Good enough,positive,0.740379632,4
1060,WIX2002,3,B - B1,The reply of questions to each occurrence should be consistent to make the students clear to do their assignments.,positive,0.68278265,4
1061,WIX2002,3,B - B1,"May standardize and make announcement on assignment requirements, sometimes there are different answers given for same questions across different occurrence.",positive,0.760261714,4
1062,WIX2002,3,B - B1,Dr could give the rubric in advance for each assignment. Qna session should standardize the answer.,positive,0.832248151,5
1063,WIX2002,3,C - C1,Satisfied with everything,positive,0.732846856,4
1064,WIX3002,1,A - A1,same comment as data visualisation. please inform us earlier for the tests and quizzes,positive,0.667049766,4
1065,WIX3002,1,A - A1,I dont really understand the purpose of this subject,negative,0.251928985,2
1066,WIX3002,1,C - C1,"Dr willing to help when student faces technical issues, really appreciate it and hereby I deliver my sincere gratefulness.",neutral,0.479478627,3
1067,WIX3002,2,A - A1,Saya bercadang agar pensyarah tidak membuat pembentangan kerja kursus pada waktu yang sama dgn viva FYP.,positive,0.631730318,4
1068,WIX3002,2,A - A1,The notes are not very updated,negative,0.339952141,2
1069,WIX3002,2,C - C1,Pensyarah patut beri soalan tutorial lebih awal sebelum kelas supaya pelajar boleh membuat persiapan.,neutral,0.521339774,3
1070,WIX3002,3,B - B1,Learning process can be improved if only the content and teachings covered in class are asked in tests or exams as it is unfair to students with less experience or knowledge in certain topics.,neutral,0.470052421,3
1071,WIX3002,2,C - C1,The notes should be updated to the most recent contents,positive,0.817557573,5
1072,WIX3003,1,B - B1,Pembelajaran agak membosankan,positive,0.66110009,4
1073,WIX3004,1,C - C1,Exam are too difficult and it feels like lecturer dont want to give us score the test and final,negative,0.076621279,1
1074,WIX3005,1,A - A1,Overall is good.,positive,0.767792523,4
1075,WIX3005,1,B - B1,"Dr conducts her class in a very engaging and fun manner, making the class very engaging and enjoyable. Fun to learn.",positive,0.816870153,5
1076,WIX3005,1,B - B1,Overall is good.,positive,0.767792523,4
1077,WIX3005,1,C - C1,Overall is good.,positive,0.767792523,4
1078,WIX3005,3,A - A1,Menjemput pakar atau orang yang berpengalaman dalam bidang kursus ini untuk berkongsi pandangan dan ilmu pengetahuan.,positive,0.676288366,4
1079,WIX3005,3,A - A1,Good,positive,0.747274876,4
1080,WIX3005,3,A - A1,Great and fun subject. Provide good exposure in cinematography techniques,positive,0.904122829,5
1081,WIX3005,3,B - B1,"Pengajaran yang lebih teliti dan berdaya saing dengan memberi peluang kepada pelajar untuk memberi pandangan, dan tidak terikat kepada teori semata-mata.",neutral,0.508495152,3
1082,WIX3005,3,B - B1,Good,positive,0.747274876,4
1083,WIX3005,3,B - B1,"Madam's approach was fun, class was very enjoyable. Looked forward to attend it everyday",positive,0.622921944,4
1084,WIX3005,3,C - C1,"Kelas sempit , kadang kena amik kerusi kelas lain ....",positive,0.701981306,4
1085,WIX3005,3,C - C1,Good,positive,0.747274876,4
1086,WIX3005,3,C - C1,no suggestion. best lecturer in UM,positive,0.715735972,4
1087,WIX3005,2,A - A1,-,positive,0.66110009,4
1088,WIX3005,2,A - A1,Good,positive,0.747274876,4
1089,WIX3005,2,A - A1,"Love the learning content, very practical and could be applied in my hobby projects.",positive,0.751552343,4
1090,WIX3005,2,A - A1,-,positive,0.66110009,4
1091,WIX3005,2,B - B1,-,positive,0.66110009,4
1092,WIX3005,2,B - B1,Good,positive,0.747274876,4
1093,WIX3005,2,B - B1,-,positive,0.66110009,4
1094,WIX3005,2,C - C1,-,positive,0.66110009,4
1095,WIX3005,2,C - C1,Good,positive,0.747274876,4
1096,WIX3005,2,C - C1,.,positive,0.66110009,4
1097,WIX3005,2,C - C1,-,positive,0.66110009,4
1098,WOA7001,1,A - A1,1. Teaching Material is not clear and easy to understand. 2. Lecturing is boring.,negative,0.116556689,1
1099,WOA7001,1,A - A1,We would like to focus more on the applied part of the algorithms.,positive,0.708291054,4
1100,WOA7001,1,A - A1,no,positive,0.614511788,4
1101,WOA7001,1,A - A1,"Since I was not familiar with python at the beginning of the course, I delayed the understanding of some knowledge points. The teacher can emphasize the importance of learning python grammar",negative,0.418204218,4
1102,WOA7001,1,A - A1,I suggest that this course to be taught online instead of a physical class.,neutral,0.512135923,3
1103,WOA7001,1,B - B1,1. Learning process is boring. 2. Lack of real application examples. It looks like we studied adv. math in high school without knowing the importance and application. 3. Explanation is intermittent.,negative,0.087014295,1
1104,WOA7001,1,B - B1,no,positive,0.614511788,4
1105,WOA7001,1,B - B1,Explanation of concepts through live coding,positive,0.688362956,4
1106,WOA7001,1,C - C1,Please revamp the spectrum UI/UX as it is very confusing and terribly designed. Students often miss submitting works and attendance. This is NOT world-class uni student class portal.,negative,0.154483765,1
1107,WOA7001,1,C - C1,no,positive,0.614511788,4
1108,WOA7001,1,C - C1,Course materials were uploaded on the class day or a day before the class. It would have been better to have access to the materials at least a week before. That would give us more time to prepare for,negative,0.389507115,2
1109,WOA7015,1,A - A1,"The material is almost perfect, perhaps add more real-world application so students understand better why the ML models are crucial in real world.",neutral,0.561512291,3
1110,WOA7015,1,A - A1,The course need to be improved in widely topics. it would be better for expand the topics in general cases instead of only medical health.,neutral,0.565942824,3
1111,WOA7015,1,A - A1,The course need to be improved in widely topics. it would be better for expand the topics in general cases instead of only medical health.,neutral,0.565942824,3
1112,WOA7015,1,A - A1,Teach more about the technical skill rather than the theory,positive,0.795818031,4
1113,WOA7015,1,A - A1,Teach more about the technical skill rather than the theory,positive,0.795818031,4
1114,WOA7015,1,A - A1,"Perhaps more depth into model optimization. The course is to some extent, too broad.",positive,0.664618075,4
1115,WOA7015,1,A - A1,"Perhaps more depth into model optimization. The course is to some extent, too broad.",positive,0.664618075,4
1116,WOA7015,1,A - A1,no,positive,0.614511788,4
1117,WOA7015,1,A - A1,no,positive,0.614511788,4
1118,WOA7015,1,A - A1,Can have more practical class,neutral,0.532851219,3
1119,WOA7015,1,A - A1,Can have more practical class,neutral,0.532851219,3
1120,WOA7015,1,A - A1,"Dr Saw is a good lecturer. I like the live coding sessions where she can comment on our code as well. However, I do find the assignments to be quite tough",positive,0.792910397,4
1121,WOA7015,1,A - A1,"Dr Saw is a good lecturer. I like the live coding sessions where she can comment on our code as well. However, I do find the assignments to be quite tough",positive,0.792910397,4
1122,WOA7015,1,A - A1,-,positive,0.66110009,4
1123,WOA7015,1,A - A1,-,positive,0.66110009,4
1124,WOA7015,1,A - A1,i don't have suggestions,negative,0.194189891,1
1125,WOA7015,1,A - A1,i don't have suggestions,negative,0.194189891,1
1126,WOA7015,1,A - A1,I think is very good,positive,0.713623285,4
1127,WOA7015,1,A - A1,I think is very good,positive,0.713623285,4
1128,WOA7015,1,A - A1,"Provide computational resources for assessments, or convey assessment metrics to cover for situations where results are limited by resources",positive,0.671368659,4
1129,WOA7015,1,A - A1,"Provide computational resources for assessments, or convey assessment metrics to cover for situations where results are limited by resources",positive,0.671368659,4
1130,WOA7015,1,A - A1,N/A,positive,0.672459662,4
1131,WOA7015,1,A - A1,N/A,positive,0.672459662,4
1132,WOA7015,1,A - A1,Too many chapters to be digested in a limited time. I felt a bit overwhelmed coming from a non-data background.,neutral,0.46032542,2
1133,WOA7015,1,A - A1,Too many chapters to be digested in a limited time. I felt a bit overwhelmed coming from a non-data background.,neutral,0.46032542,2
1134,WOA7015,1,A - A1,"The material is almost perfect, perhaps add more real-world application so students understand better why the ML models are crucial in real world.",neutral,0.561512291,3
1135,WOA7015,1,B - B1,Provided big-tech ML libraries such as Azure AI Services would be useful to understand better in learning process.,positive,0.708414197,4
1136,WOA7015,1,B - B1,the slides explain the main point.,positive,0.681964993,4
1137,WOA7015,1,B - B1,the slides explain the main point.,positive,0.681964993,4
1138,WOA7015,1,B - B1,no,positive,0.614511788,4
1139,WOA7015,1,B - B1,no,positive,0.614511788,4
1140,WOA7015,1,B - B1,-,positive,0.66110009,4
1141,WOA7015,1,B - B1,-,positive,0.66110009,4
1142,WOA7015,1,B - B1,The present arrangement seems reasonable to me,neutral,0.501367748,3
1143,WOA7015,1,B - B1,The present arrangement seems reasonable to me,neutral,0.501367748,3
1144,WOA7015,1,B - B1,Feedback for each assessment is provided,positive,0.727591693,4
1145,WOA7015,1,B - B1,Feedback for each assessment is provided,positive,0.727591693,4
1146,WOA7015,1,B - B1,N/A,positive,0.672459662,4
1147,WOA7015,1,B - B1,N/A,positive,0.672459662,4
1148,WOA7015,1,B - B1,I would like to be given the chance to do extra assignment because my carry marks are not good. However the lecturer denied my request :(,negative,0.033825506,1
1149,WOA7015,1,B - B1,I would like to be given the chance to do extra assignment because my carry marks are not good. However the lecturer denied my request :(,negative,0.033825506,1
1150,WOA7015,1,B - B1,Provided big-tech ML libraries such as Azure AI Services would be useful to understand better in learning process.,positive,0.708414197,4
1151,WOA7015,1,C - C1,"The lecturer is perfect and knowledgable. However which she could use more simpler terms in explain the process of ML, to further understand how they really works.",neutral,0.516025603,3
1152,WOA7015,1,C - C1,Give the more resources for learning.,positive,0.789313495,4
1153,WOA7015,1,C - C1,Give the more resources for learning.,positive,0.789313495,4
1154,WOA7015,1,C - C1,I would like to focus more on the real applications of the machine learning,positive,0.627810419,4
1155,WOA7015,1,C - C1,I would like to focus more on the real applications of the machine learning,positive,0.627810419,4
1156,WOA7015,1,C - C1,no,positive,0.614511788,4
1157,WOA7015,1,C - C1,no,positive,0.614511788,4
1158,WOA7015,1,C - C1,Just want to give my opinion. Dr. SAW SHIER NEE have done a great job in this course where her explanations are super clear and valuable. Great Lecturer. Thank you very much.,positive,0.90024817,5
1159,WOA7015,1,C - C1,Just want to give my opinion. Dr. SAW SHIER NEE have done a great job in this course where her explanations are super clear and valuable. Great Lecturer. Thank you very much.,positive,0.90024817,5
1160,WOA7015,1,C - C1,-,positive,0.66110009,4
1161,WOA7015,1,C - C1,-,positive,0.66110009,4
1162,WOA7015,1,C - C1,"No, I'm satisfied",neutral,0.528586507,3
1163,WOA7015,1,C - C1,"No, I'm satisfied",neutral,0.528586507,3
1164,WOA7015,1,C - C1,N/A,positive,0.672459662,4
1165,WOA7015,1,C - C1,N/A,positive,0.672459662,4
1166,WOA7015,1,C - C1,Big projects?group assignments? are too difficult.,neutral,0.505489707,3
1167,WOA7015,1,C - C1,Big projects?group assignments? are too difficult.,neutral,0.505489707,3
1168,WOA7015,1,C - C1,"some students don't have the computer with Nvidia graphics, can faculty support some public computer with it.",positive,0.629400074,4
1169,WOA7015,1,C - C1,"some students don't have the computer with Nvidia graphics, can faculty support some public computer with it.",positive,0.629400074,4
1170,WOA7015,1,C - C1,Course materials were uploaded on the class day or a day before the class. It would have been better to have access to the materials at least a week before. Also less NF2F class would be better.,negative,0.258672744,2
1171,WOA7015,1,C - C1,Course materials were uploaded on the class day or a day before the class. It would have been better to have access to the materials at least a week before. Also less NF2F class would be better.,negative,0.258672744,2
1172,WOA7015,1,C - C1,"The lecturer is perfect and knowledgable. However which she could use more simpler terms in explain the process of ML, to further understand how they really works.",neutral,0.516025603,3
1173,WOA7018,1,A - A1,I wish this course can let us to access to more types of robot.,negative,0.247967929,2
1174,WOA7018,1,B - B1,I am very enjoy the process of this course.,positive,0.728846014,4
1175,WOA7018,1,C - C1,I wish we can accese to more advanced facilities oneday.,negative,0.353742063,2
1176,WOC7004,1,A - A1,i would like to suggest to cover more topics in class related to software architecure with showing real live project to students,negative,0.381628722,2
1177,WOC7004,1,A - A1,I hope that the courses taught in the future can continue to be updated with what is happening in this very fast industry. not only implementation in corporate companies but start up too.,negative,0.02237069,1
1178,WOC7004,1,A - A1,N/A,positive,0.672459662,4
1179,WOC7004,1,A - A1,not bad,negative,0.204332292,2
1180,WOC7004,1,A - A1,no suggestions,positive,0.642516673,4
1181,WOC7004,1,A - A1,Enhance the explanation of more knowledge.,positive,0.744006991,4
1182,WOC7004,1,B - B1,Provide more time for group discussions.,positive,0.759563208,4
1183,WOC7004,1,B - B1,if a class has a few students so it can focus on discussion.,neutral,0.522600651,3
1184,WOC7004,1,B - B1,N/A,positive,0.672459662,4
1185,WOC7004,1,B - B1,not bad,negative,0.204332292,2
1186,WOC7004,1,B - B1,no suggestions,positive,0.642516673,4
1187,WOC7004,1,C - C1,Very good teacher.,positive,0.769340932,4
1188,WOC7004,1,C - C1,"Design learning spaces that can be easily adapted for different teaching methods, group sizes, and activities. Incorporate movable furniture, modular seating arrangements, and flexible layouts.",positive,0.817350626,5
1189,WOC7004,1,C - C1,N/A,positive,0.672459662,4
1190,WOC7004,1,C - C1,not bad,negative,0.204332292,2
