No.,Subject,Sentiment,Sentiment_Score,preprocessed_text
1072,WIX3003,positive,4,learn quite bore
1073,WIX3004,negative,1,exam difficult feel like lecturer doesnt want give u test final score
1074,WIX3005,positive,4,overall good
1075,WIX3005,positive,5,dr conduct class engage fun manner make class engage enjoyable fun learn
1076,WIX3005,positive,4,overall good
1077,WIX3005,positive,4,overall good
1078,WIX3005,positive,4,invite expert people experience field course share view knowledge
1079,WIX3005,positive,4,good
1080,WIX3005,positive,5,great fun subject provide good exposure cinematography technique
1081,WIX3005,neutral,3,thorough competitive teaching give student opportunity give view not_be bound mere theory
1082,WIX3005,positive,4,good
1083,WIX3005,positive,4,madam approach fun class enjoyable look forward attend everyday
1084,WIX3005,positive,4,class narrow sometimes take seat another class
1085,WIX3005,positive,4,good
1086,WIX3005,positive,4,not_suggestions best lecturer um
1087,WIX3005,positive,4,
1088,WIX3005,positive,4,good
1089,WIX3005,positive,4,love learning content practical could apply hobby project
1090,WIX3005,positive,4,
1091,WIX3005,positive,4,
1092,WIX3005,positive,4,good
1093,WIX3005,positive,4,
1094,WIX3005,positive,4,
1095,WIX3005,positive,4,good
1096,WIX3005,positive,4,
1097,WIX3005,positive,4,
1098,WOA7001,negative,1,1 teach material not_clear easy understand 2 lecturing boring
1099,WOA7001,positive,4,would like focus apply part algorithm
1100,WOA7001,positive,4,
1101,WOA7001,negative,4,since not_familiar python begin course delay understand knowledge point teacher emphasize importance learning python grammar
1102,WOA7001,neutral,3,suggest course teach online instead physical class
1103,WOA7001,negative,1,1 learn process bore 2 lack real application example look like study adv math high school without know importance application 3 explanation intermittent
1104,WOA7001,positive,4,
1105,WOA7001,positive,4,explanation concept live cod
1106,WOA7001,negative,1,please revamp uiux spectrum confuse terribly design student often miss submit work attendance not_a worldclass uni student class portal
1107,WOA7001,positive,4,
1108,WOA7001,negative,2,course material uploaded class day day class would better access material least week would give u time prepare
1109,WOA7015,neutral,3,material almost perfect perhaps add realworld application student understand good ml model crucial real world
1110,WOA7015,neutral,3,course need improved widely topic would well expand topic general case instead medical health
1111,WOA7015,neutral,3,course need improved widely topic would well expand topic general case instead medical health
1112,WOA7015,positive,4,teach technical skill rather theory
1113,WOA7015,positive,4,teach technical skill rather theory
1114,WOA7015,positive,4,perhaps depth model optimization course extent broad
1115,WOA7015,positive,4,perhaps depth model optimization course extent broad
1116,WOA7015,positive,4,
1117,WOA7015,positive,4,
1118,WOA7015,neutral,3,practical class
1119,WOA7015,neutral,3,practical class
1120,WOA7015,positive,4,dr saw good lecturer like live coding session comment code well however find assignment quite tough
1121,WOA7015,positive,4,dr saw good lecturer like live coding session comment code well however find assignment quite tough
1122,WOA7015,positive,4,
1123,WOA7015,positive,4,
1124,WOA7015,negative,1,dont suggestion
1125,WOA7015,negative,1,dont suggestion
1126,WOA7015,positive,4,think good
1127,WOA7015,positive,4,think good
1128,WOA7015,positive,4,provide computational resource assessment convey assessment metric cover situation result limit resource
1129,WOA7015,positive,4,provide computational resource assessment convey assessment metric cover situation result limit resource
1132,WOA7015,neutral,2,many chapter digest limited time felt bit overwhelmed come nondata background
1133,WOA7015,neutral,2,many chapter digest limited time felt bit overwhelmed come nondata background
1134,WOA7015,neutral,3,material almost perfect perhaps add realworld application student understand good ml model crucial real world
1135,WOA7015,positive,4,provide bigtech ml libraries azure ai service would useful understand well learning process
1136,WOA7015,positive,4,slide explain main point
1137,WOA7015,positive,4,slide explain main point
1138,WOA7015,positive,4,
1139,WOA7015,positive,4,
1140,WOA7015,positive,4,
1141,WOA7015,positive,4,
1142,WOA7015,neutral,3,present arrangement seem reasonable
1143,WOA7015,neutral,3,present arrangement seem reasonable
1144,WOA7015,positive,4,feedback assessment provide
1145,WOA7015,positive,4,feedback assessment provide
1148,WOA7015,negative,1,would like give chance extra assignment carry mark not_good however lecturer deny request
1149,WOA7015,negative,1,would like give chance extra assignment carry mark not_good however lecturer deny request
1150,WOA7015,positive,4,provide bigtech ml libraries azure ai service would useful understand well learning process
1151,WOA7015,neutral,3,lecturer perfect knowledgeable however could use simple term explain process ml understand really work
1152,WOA7015,positive,4,give resource learn
1153,WOA7015,positive,4,give resource learn
1154,WOA7015,positive,4,would like focus real application machine learning
1155,WOA7015,positive,4,would like focus real application machine learning
1156,WOA7015,positive,4,
1157,WOA7015,positive,4,
1158,WOA7015,positive,5,want give opinion dr saw shy nee do great job course explanation super clear valuable great lecturer thank much
1159,WOA7015,positive,5,want give opinion dr saw shy nee do great job course explanation super clear valuable great lecturer thank much
1160,WOA7015,positive,4,
1161,WOA7015,positive,4,
1162,WOA7015,neutral,3,not_im satisfy
1163,WOA7015,neutral,3,not_im satisfy
1166,WOA7015,neutral,3,big project group assignment difficult
1167,WOA7015,neutral,3,big project group assignment difficult
1168,WOA7015,positive,4,student dont computer nvidia graphic faculty support public computer
1169,WOA7015,positive,4,student dont computer nvidia graphic faculty support public computer
1170,WOA7015,negative,2,course material uploaded class day day class would better access material least week also less nf2f class would better
1171,WOA7015,negative,2,course material uploaded class day day class would better access material least week also less nf2f class would better
1172,WOA7015,neutral,3,lecturer perfect knowledgeable however could use simple term explain process ml understand really work
1173,WOA7018,negative,2,wish course let u access type robot
1174,WOA7018,positive,4,really enjoy process course
1175,WOA7018,negative,2,wish could access advance facility one day
1176,WOC7004,negative,2,would like suggest cover topic class relate software architecture show real live project student
1177,WOC7004,negative,1,hope course taught future continue update happen fast industry not_only implementation corporate company start
1179,WOC7004,negative,2,not_bad
1180,WOC7004,positive,4,not_suggestions
1181,WOC7004,positive,4,enhance explanation knowledge
1182,WOC7004,positive,4,provide time group discussion
1183,WOC7004,neutral,3,class student focus discussion
1185,WOC7004,negative,2,not_bad
1186,WOC7004,positive,4,not_suggestions
1187,WOC7004,positive,4,good teacher
1188,WOC7004,positive,5,design learn space easily adapt different teach method group size activity incorporate movable furniture modular seating arrangement flexible layout
1190,WOC7004,negative,2,not_bad
1191,WOC7004,positive,4,not_suggestions
1195,WOC7015,positive,5,would like ask teacher add topic software test like automate test white box test topic use real time project overall course structure great
1196,WOC7015,positive,4,course need improved industry knowledge
1197,WOC7015,positive,5,slide content focus test technique provide example related testing technique
1199,WOC7015,negative,2,not_bad
1200,WOC7015,positive,4,instruction clear explain
1201,WOC7015,negative,2,not_bad
1202,WOC7015,positive,4,provide resource learn
1204,WOC7020,negative,1,wish cover modern iot technology cloud iot service ml advance iot device advance iot course not_something repetitive degree material
1205,WOC7020,negative,1,wish student could experimental class
1207,WOC7020,negative,2,not_bad
1208,WOC7020,positive,4,provide advanced modern iot technology use modern example suggest iot fundamental cover 13 section
1209,WOC7020,positive,4,really appreciate learning process
1211,WOC7020,negative,2,not_bad
1212,WOC7020,negative,1,hard access lab get iot component final assignment accord teammate staff always miss also many tool outdated broken
1213,WOC7020,negative,2,wish student access advance equipment
1215,WOC7020,negative,2,not_bad
1216,WOC7020,positive,4,considerate teacher
1218,WOX7001,positive,4,
1219,WOX7001,positive,4,
1220,WOX7001,positive,4,
1221,WOX7001,positive,4,
1222,WOX7001,positive,4,think good
1223,WOX7001,positive,4,think good
1224,WOX7001,positive,4,would better professor uploads slide advance help student preview course make class effective
1225,WOX7001,positive,4,would better professor uploads slide advance help student preview course make class effective
1228,WOX7001,positive,4,think midterm exam presentation focus assignment
1229,WOX7001,positive,4,think midterm exam presentation focus assignment
1232,WOX7001,negative,2,feedback come quite late assignment however understand class big
1233,WOX7001,negative,2,feedback come quite late assignment however understand class big
1234,WOX7001,positive,4,
1235,WOX7001,positive,4,
1236,WOX7001,positive,4,
1237,WOX7001,positive,4,
1238,WOX7001,positive,4,
1239,WOX7001,positive,4,
1240,WOX7001,positive,5,content course presentation document ambiguous error unclear logic
1241,WOX7001,positive,5,content course presentation document ambiguous error unclear logic
1244,WOX7001,positive,5,good
1245,WOX7001,positive,5,good
1248,WOX7001,negative,1,journal not_accessible university not_subscribe please increase
1249,WOX7001,negative,1,journal not_accessible university not_subscribe please increase
1250,WOX7001,positive,4,
1251,WOX7001,positive,4,
1252,WOX7001,positive,4,
1253,WOX7001,positive,4,
1254,WOX7001,neutral,3,not_im satisfy
1255,WOX7001,neutral,3,not_im satisfy
1256,WOX7001,positive,4,offline lecture would appreciate help face face interaction
1257,WOX7001,positive,4,offline lecture would appreciate help face face interaction
1258,WOX7001,positive,4,would suggest conduct offline class interact directly fellow student would clear doubt vividly
1259,WOX7001,positive,4,would suggest conduct offline class interact directly fellow student would clear doubt vividly
1260,WOX7001,positive,5,good
1261,WOX7001,positive,5,good
1263,WOX7001,positive,4,addition systematic literature review meta analysis
1264,WOX7001,positive,4,professor clear transferring knowledge
1265,WOX7001,positive,4,professor clear transferring knowledge
1266,WOX7001,positive,4,
1267,WOX7001,positive,4,
1268,WOX7001,positive,4,think admirable physical class
1269,WOX7001,positive,4,think admirable physical class
1270,WOX7001,negative,2,not_bad
1271,WOX7001,negative,2,not_bad
1272,WOX7001,positive,4,not_suggestions
1273,WOX7001,positive,4,not_suggestions
1274,WOX7001,negative,2,dont
1275,WOX7001,negative,2,dont
1276,WOX7001,negative,2,perhaps doctor provide examples paper write keep simple memorize graphic word student wont get bore
1277,WOX7001,negative,2,perhaps doctor provide examples paper write keep simple memorize graphic word student wont get bore
1278,WOX7001,positive,4,addition systematic literature review meta analysis
1279,WOX7001,positive,4,example criterion type paper give instruction write watermarks student understand good
1280,WOX7001,positive,4,professor clear transferring knowledge
1281,WOX7001,positive,4,professor clear transferring knowledge
1282,WOX7001,positive,4,
1283,WOX7001,positive,4,
1284,WOX7001,positive,4,think learn process good
1285,WOX7001,positive,4,think learn process good
1286,WOX7001,negative,2,not_bad
1287,WOX7001,negative,2,not_bad
1288,WOX7001,positive,4,not_suggestions
1289,WOX7001,positive,4,not_suggestions
1290,WOX7001,positive,4,course teach physical class rather online
1291,WOX7001,positive,4,course teach physical class rather online
1292,WOX7001,neutral,3,dr sue passionate student subject clearly deliver
1293,WOX7001,neutral,3,dr sue passionate student subject clearly deliver
1294,WOX7001,positive,4,example criterion type paper give instruction write watermarks student understand good
1295,WOX7001,negative,1,bad student course portal course many lecturer share space many student miss submit work attendance im 10 year specialist still confuse
1296,WOX7001,neutral,3,think need improve knowledge slide
1297,WOX7001,neutral,3,think need improve knowledge slide
1298,WOX7001,positive,4,
1299,WOX7001,positive,4,
1300,WOX7001,negative,2,along month encounter twice none u access spectrum class activity not_sure u report time
1301,WOX7001,negative,2,along month encounter twice none u access spectrum class activity not_sure u report time
1302,WOX7001,negative,2,wish student access relevant learning equipment
1303,WOX7001,negative,2,wish student access relevant learning equipment
1304,WOX7001,negative,2,not_bad
1305,WOX7001,negative,2,not_bad
1306,WOX7001,positive,4,not_suggestions
1307,WOX7001,positive,4,not_suggestions
1308,WOX7001,positive,5,favorite teacher course taught detail good
1309,WOX7001,positive,5,favorite teacher course taught detail good
1310,WOX7001,negative,2,dont
1311,WOX7001,negative,2,dont
1312,WOX7001,negative,1,bad student course portal course many lecturer share space many student miss submit work attendance im 10 year specialist still confuse
1313,WOX7001,positive,5,course wellstructured
1314,WOX7001,positive,4,assignment weightage high feedback give proposal submission include presentation student know part enhance subsequent assign 23
1315,WOX7001,positive,4,assignment weightage high feedback give proposal submission include presentation student know part enhance subsequent assign 23
1316,WOX7001,positive,4,give case study example
1317,WOX7001,positive,4,give case study example
1318,WOX7001,positive,5,not_comment course pro nice
1319,WOX7001,positive,5,not_comment course pro nice
1320,WOX7001,positive,4,nil
1321,WOX7001,positive,4,nil
1322,WOX7001,positive,4,nothing everything share lecturer match everything course provide
1323,WOX7001,positive,4,nothing everything share lecturer match everything course provide
1324,WOX7001,negative,2,coursework assignment 1 2 3 may brief give clear deadline earlier time assignment 2 announce week 8 need submit week 10 burden
1325,WOX7001,negative,2,coursework assignment 1 2 3 may brief give clear deadline earlier time assignment 2 announce week 8 need submit week 10 burden
1326,WOX7001,positive,5,course wellstructured
1327,WOX7001,positive,4,not_all good prof chan helpful open communicate
1328,WOX7001,positive,4,continuous feedback provide lecturer
1329,WOX7001,positive,4,continuous feedback provide lecturer
1330,WOX7001,positive,4,assignment weightage high feedback give proposal submission include presentation student know part enhance subsequent assign 23
1331,WOX7001,positive,4,assignment weightage high feedback give proposal submission include presentation student know part enhance subsequent assign 23
1332,WOX7001,positive,4,nil
1333,WOX7001,positive,4,nil
1334,WOX7001,positive,4,material interactive prof engage student
1335,WOX7001,positive,4,material interactive prof engage student
1336,WOX7001,positive,4,not_all good prof chan helpful open communicate
1337,WOX7001,negative,1,ict support not_enough unable get endnote license az database not_uptodate late article unable access
1338,WOX7001,negative,2,um library limit subscription various conference papersjournals limit choice publish paper reference
1339,WOX7001,negative,2,um library limit subscription various conference papersjournals limit choice publish paper reference
1340,WOX7001,positive,4,
1341,WOX7001,positive,4,
1342,WOX7001,positive,4,nil
1343,WOX7001,positive,4,nil
1344,WOX7001,negative,1,ict support not_enough unable get endnote license az database not_uptodate late article unable access
1345,WOX7001,positive,4,course timetable structure good topic skip due time constraint group assignment seem place doesnt make much sense
1346,WOX7001,negative,1,lecturer not_follow schedule state course info usually delay one week make u difficult complete assignment due tight timeline allow one week group assignment
1347,WOX7001,negative,1,lecturer not_follow schedule state course info usually delay one week make u difficult complete assignment due tight timeline allow one week group assignment
1348,WOX7001,neutral,3,possible provide rational timelinedue date class tutorial ie 1020mins 5 article summarisation seem quite tough align assignment class module
1349,WOX7001,neutral,3,possible provide rational timelinedue date class tutorial ie 1020mins 5 article summarisation seem quite tough align assignment class module
1350,WOX7001,negative,3,suggest minimize tutorial take coursework mode study not_research mode study
1351,WOX7001,negative,3,suggest minimize tutorial take coursework mode study not_research mode study
1352,WOX7001,positive,4,1
1353,WOX7001,positive,4,1
1354,WOX7001,positive,4,course timetable structure good topic skip due time constraint group assignment seem place doesnt make much sense
1355,WOX7001,negative,2,lecturer provide timely briefing assignment lecturer didnt brief assignment student ask deadline submission also not_updated semester
1356,WOX7001,negative,2,perhaps inclass quiz nongraded test understanding subject prior actual midterm final exam question ahead topic learn class
1357,WOX7001,negative,2,perhaps inclass quiz nongraded test understanding subject prior actual midterm final exam question ahead topic learn class
1358,WOX7001,positive,4,1
1359,WOX7001,positive,4,1
1360,WOX7001,negative,2,would suggest provide exact deadline project not_last minute
1361,WOX7001,negative,2,would suggest provide exact deadline project not_last minute
1362,WOX7001,negative,2,lecturer provide timely briefing assignment lecturer didnt brief assignment student ask deadline submission also not_updated semester
1363,WOX7001,positive,4,1
1364,WOX7001,positive,4,suggest improve system user friendly
1365,WOX7001,positive,4,suggest improve system user friendly
1366,WOX7001,positive,4,1
1367,WOX7001,positive,5,time slot presentation time would helpful could like choose slot like checkbox spectrum
1368,WOX7001,positive,4,
1369,WOX7001,positive,4,
1370,WOX7001,negative,2,look research paper examples show variety writing style format difference micro discipline within computer data science not_one style fit eg ro al
1371,WOX7001,negative,2,look research paper examples show variety writing style format difference micro discipline within computer data science not_one style fit eg ro al
1372,WOX7001,positive,5,course great
1373,WOX7001,positive,5,course great
1374,WOX7001,neutral,3,hopefully information refer ppt later understand think forget
1375,WOX7001,neutral,3,hopefully information refer ppt later understand think forget
1376,WOX7001,positive,4,increase amount time assignment
1377,WOX7001,positive,4,increase amount time assignment
1378,WOX7001,positive,4,less nf2f well
1379,WOX7001,positive,4,less nf2f well
1380,WOX7001,positive,4,dr hemas lively interesting lecture greatly benefit
1381,WOX7001,positive,4,dr hemas lively interesting lecture greatly benefit
1382,WOX7001,negative,2,conduct group assignment instead individual individual seem burdensome task
1383,WOX7001,negative,2,conduct group assignment instead individual individual seem burdensome task
1384,WOX7001,positive,4,
1385,WOX7001,positive,4,
1386,WOX7001,positive,4,would suggest assignment learn concept not_to detail establish topic would similar p1p2 course later
1387,WOX7001,positive,4,would suggest assignment learn concept not_to detail establish topic would similar p1p2 course later
1388,WOX7001,positive,4,think course wellstructured benefit lot
1389,WOX7001,positive,4,think course wellstructured benefit lot
1390,WOX7001,positive,5,time slot presentation time would helpful could like choose slot like checkbox spectrum
1391,WOX7001,positive,5,love way dr taught way explain slide not_just reading word slide always give example make explanation clearer
1392,WOX7001,positive,4,
1393,WOX7001,positive,4,
1394,WOX7001,neutral,3,course practical taught lot
1395,WOX7001,neutral,3,course practical taught lot
1396,WOX7001,positive,4,understand course personal student doesnt research experience maybe case study group assignment need student get start
1397,WOX7001,positive,4,understand course personal student doesnt research experience maybe case study group assignment need student get start
1398,WOX7001,positive,4,infographic style
1399,WOX7001,positive,4,infographic style
1400,WOX7001,positive,5,love way dr taught way explain slide not_just reading word slide always give example make explanation clearer
1402,WOX7001,positive,4,
1403,WOX7001,positive,4,
1404,WOX7001,negative,2,book thesis digital library not_be access
1405,WOX7001,negative,2,book thesis digital library not_be access
1406,WOX7001,neutral,3,course practical taught lot
1407,WOX7001,neutral,3,course practical taught lot
1409,WQD7001,neutral,3,provide example report work assignment
1410,WQD7001,neutral,3,probably inclass quiz test comprehension share midterm performance gauge level room improvement
1411,WQD7001,positive,5,suggest reduce overlap topic subject
1412,WQD7001,positive,4,would like suggest industrial talk program collaborate ai industry
1413,WQD7001,positive,4,good
1414,WQD7001,negative,1,lecture room cold without plug point student power laptop first 3 month without student card wasnt able access pray facility block
1415,WQD7001,positive,5,suggest improve ict system provide early alert downtime
1416,WQD7001,positive,4,would suggest standardize term use course offer data science r program data analytics etc
1417,WQD7001,positive,4,1
1418,WQD7001,positive,4,minimize coverage focus detail
1419,WQD7001,positive,4,entirely ungraded essay base weekly course work final data product assessment huge misalignment content condense much short learning time rearrange add
1420,WQD7001,positive,4,reduce need tutorial compact
1421,WQD7001,positive,4,would like suggest add basic version control topic syllabus student without
1422,WQD7001,positive,4,good
1423,WQD7001,positive,4,none
1424,WQD7001,neutral,3,statistical concept introduce wrong
1425,WQD7001,positive,4,none
1426,WQD7001,positive,4,1
1427,WQD7001,negative,1,lecturer include update data science trend not_me spot date slide 2017 old also open discussion not_be defensive counter example bring
1428,WQD7001,positive,4,none
1429,WQD7001,positive,4,1
1430,WQD7001,positive,5,learn thats universities material specifies eg r optional shouldnt expect come whole data product
1431,WQD7001,positive,4,good
1432,WQD7001,positive,5,pace course demand continuous assessment good not_classesrecordings assessment week quiz emphasize practical memorizing term
1433,WQD7001,positive,4,aa1 aa2 probably release early not_need treat real exam marking prepare early give best assignment instead treat exam
1434,WQD7001,positive,4,presentation evaluate lecturer student class split half lecturer lecture another half lecturer raise unnecessary confusion
1435,WQD7001,positive,4,nil
1436,WQD7001,positive,4,good
1437,WQD7001,positive,5,course slide old content need updating urls slide also break might time relook slide get date
1438,WQD7001,negative,4,think arrangement content slide bite messy unable figure prioritize content memory page 50 page per slide
1439,WQD7001,negative,2,course note extensive feel lose revision streamline content frequent update would benefit student
1440,WQD7001,positive,4,presentation evaluate lecturer student class split half lecturer lecture another half lecturer raise unnecessary confusion
1441,WQD7001,negative,1,1 slide not_organized well many redundant slide 2 test question need improvement quite number question test memory not_understanding
1442,WQD7001,positive,4,nil
1443,WQD7001,positive,5,good dr mai helpful open discussion
1444,WQD7001,positive,5,yes good
1445,WQD7001,neutral,3,spectrum application uptime quite horrible please improve application availability student
1446,WQD7001,positive,4,
1450,WQD7003,positive,5,content good
1451,WQD7003,positive,4,alternative assessment way heavy timeframe give little tight would better student could give time 1 hour aa1 aa2
1452,WQD7003,positive,4,alternative assessment way heavy timeframe give little tight would better student could give time 1 hour aa1 aa2
1453,WQD7003,positive,4,nil
1454,WQD7003,positive,4,nil
1455,WQD7003,negative,2,tutorial practice not_relevant teach content increase consistency could better learn experience
1456,WQD7003,negative,2,tutorial practice not_relevant teach content increase consistency could better learn experience
1457,WQD7003,positive,4,please include example python application
1458,WQD7003,positive,4,please include example python application
1459,WQD7003,positive,5,content good
1460,WQD7003,negative,4,not_problem course would like comment lecturer conduct lecture week 12 3 online live class think unacceptable
1461,WQD7003,positive,4,lab guide lecturer mark give complete tutorial labs capture understanding student
1462,WQD7003,positive,4,lab guide lecturer mark give complete tutorial labs capture understanding student
1463,WQD7003,positive,4,hope python lab explain
1464,WQD7003,positive,4,hope python lab explain
1465,WQD7003,positive,4,python lab exercise explain
1466,WQD7003,positive,4,python lab exercise explain
1467,WQD7003,positive,4,nil
1468,WQD7003,positive,4,nil
1469,WQD7003,positive,4,prof make session assist discus lab tutorial improve next lab
1470,WQD7003,positive,4,prof make session assist discus lab tutorial improve next lab
1471,WQD7003,positive,4,student learn lab work personally read give material not_liverecorded video lab student not_it background like stressful unworthy course fee
1472,WQD7003,positive,4,student learn lab work personally read give material not_liverecorded video lab student not_it background like stressful unworthy course fee
1473,WQD7003,negative,1,not_problem course would like comment lecturer conduct lecture week 12 3 online live class think unacceptable
1474,WQD7003,negative,1,class python program tutorial not_much talk actual class selfstudy not_really translate data analytics group project
1475,WQD7003,positive,5,maybe slide updated time time
1476,WQD7003,positive,5,maybe slide updated time time
1477,WQD7003,positive,4,
1478,WQD7003,positive,4,
1479,WQD7003,neutral,3,course assignment interest lack engagement lecturer
1480,WQD7003,neutral,3,course assignment interest lack engagement lecturer
1481,WQD7003,positive,4,nil
1482,WQD7003,positive,4,nil
1483,WQD7003,negative,1,class python program tutorial not_much talk actual class selfstudy not_really translate data analytics group project
1484,WQD7003,positive,5,show examples analyze plot graph generate new insight
1485,WQD7003,positive,4,overall good
1486,WQD7003,positive,4,overall good
1487,WQD7003,positive,4,
1488,WQD7003,positive,4,
1489,WQD7003,positive,4,great
1490,WQD7003,positive,4,great
1491,WQD7003,positive,4,1
1492,WQD7003,positive,4,1
1493,WQD7003,positive,5,show examples analyze plot graph generate new insight
1494,WQD7003,positive,4,1
1495,WQD7003,positive,4,
1496,WQD7003,positive,4,
1497,WQD7003,positive,4,
1498,WQD7003,positive,4,
1499,WQD7003,positive,4,great
1500,WQD7003,positive,4,great
1501,WQD7003,positive,4,1
1502,WQD7003,positive,4,1
1503,WQD7003,positive,4,everything provide good
1504,WQD7003,positive,4,everything provide good
1505,WQD7003,positive,4,
1506,WQD7003,positive,4,
1507,WQD7003,positive,4,great
1508,WQD7003,positive,4,great
1509,WQD7003,positive,4,1
1511,WQD7003,neutral,2,elaboration assist student zero knowledge lack program statistical skill probably inclass quiz test comprehension share midterm performance know lvl
1512,WQD7003,neutral,2,elaboration assist student zero knowledge lack program statistical skill probably inclass quiz test comprehension share midterm performance know lvl
1513,WQD7003,negative,2,need rearrange theory practical delivery schedule far wellpaced course inclusion content still need review aspect
1514,WQD7003,negative,2,need rearrange theory practical delivery schedule far wellpaced course inclusion content still need review aspect
1515,WQD7003,positive,5,nice
1516,WQD7003,positive,5,nice
1517,WQD7003,positive,4,much hard broader
1518,WQD7003,positive,4,much hard broader
1519,WQD7003,positive,4,nil
1520,WQD7003,positive,4,nil
1523,WQD7003,positive,5,get work endtoend project throughout course eg simple prediction case start first week data understand data clean next week etc
1524,WQD7003,positive,5,get work endtoend project throughout course eg simple prediction case start first week data understand data clean next week etc
1525,WQD7003,positive,5,nice
1526,WQD7003,positive,5,nice
1527,WQD7003,positive,4,nil
1528,WQD7003,positive,4,nil
1531,WQD7003,neutral,3,computer lab speed need improved
1532,WQD7003,neutral,3,computer lab speed need improved
1533,WQD7003,positive,4,suggest improve um system user friendly
1534,WQD7003,positive,4,suggest improve um system user friendly
1535,WQD7003,positive,5,nice
1536,WQD7003,positive,5,nice
1537,WQD7003,positive,4,nil
1538,WQD7003,positive,4,nil
1540,WQD7004,positive,5,overall good structure easy follow thank prof ang effective lecture delivery really enjoyed course much
1541,WQD7004,positive,4,knowledge present easy understandable
1542,WQD7004,negative,2,ok similar comment wqd7003 would great work project endtoend weekly basis give u big picture overview data science application instills confidence
1543,WQD7004,positive,4,none
1544,WQD7004,positive,4,much hard broader
1545,WQD7004,positive,4,none
1546,WQD7004,positive,4,nothing
1547,WQD7004,neutral,3,instills confidence u able run project start finish
1548,WQD7004,positive,5,really like drangs class class interest efficient always willing help u thank dr ang
1549,WQD7004,neutral,3,prof helpful guide well could find solution finish project
1550,WQD7004,positive,4,none
1551,WQD7004,positive,5,course wellstructured thanks prof ang commitment
1552,WQD7004,positive,5,easy understand good teaching skill thanks knowledge teach u
1553,WQD7004,positive,5,overall good
1554,WQD7004,positive,4,nil
1555,WQD7004,positive,5,great course structure well deliver prof mr really enjoyed class content
1556,WQD7004,negative,1,overall still satisfy sometimes labtest question difficult feel like learn abc need write article
1557,WQD7004,positive,4,would prefer learn python sql
1558,WQD7004,positive,5,ok prof ang helpful open question good prof
1559,WQD7004,positive,4,dr ang knowledgeable responsible lecturer
1560,WQD7004,positive,4,overall well design learning process
1561,WQD7004,positive,4,nil
1562,WQD7004,positive,4,nil
1563,WQD7004,neutral,3,improve spectrum uptime
1564,WQD7004,positive,4,
1566,WQD7004,positive,4,learn module properly structure well write explain
1567,WQD7004,positive,5,think mandatory workshop include use knowledge practically professional life
1568,WQD7004,positive,5,nice
1570,WQD7004,neutral,3,prof encourage student participation class supportive
1571,WQD7004,positive,5,nice
1573,WQD7004,negative,1,material well provide however lab computer speed may need check time time manage test twice speed not_up par
1574,WQD7004,positive,4,suggest improve um system user friendly
1575,WQD7004,positive,4,noticed decreating facility hope hardware would also improve like good computer light
1576,WQD7004,positive,5,nice
1577,WQD7004,neutral,3,really need improve ease use system especially maya spectrum please take cue upms smp system
1578,WQD7004,negative,2,time take exam short cant finish
1579,WQD7004,positive,4,1
1580,WQD7004,positive,4,1
1581,WQD7004,positive,4,1
1582,WQD7005,neutral,3,add extra requirement assignment assessment last minute unfair student task early
1583,WQD7005,positive,5,good
1584,WQD7005,neutral,3,clear course schedule grade structure assignmentsassessments reasonable due datetime
1586,WQD7005,positive,4,improve lab session
1587,WQD7005,negative,2,find hard find team member class maybe dr excel sheet team forming
1588,WQD7005,negative,2,please try not_to go topic long minute fine link course subject outside world topic student might focus much
1589,WQD7005,negative,1,reference note scatter unorganized spectrum assignment instruction not_stated clearly even make last minute change exam submission method
1590,WQD7005,positive,5,would appreciate good classroom set next time well lighting
1591,WQD7005,negative,1,less reliant proprietary software towards open source one student not_be specialize building skill
1592,WQD7005,negative,2,assignment assessment instruction not_clear keep add additional requirement assessment assignment
1593,WQD7005,negative,2,assignment need clearly state begin much time waste change dataset method time
1594,WQD7005,positive,5,good
1595,WQD7005,positive,4,
1597,WQD7005,negative,1,lot miscommunication group work find hard discus point cause 3 student able speak mandarin couldnt feel unfair
1598,WQD7005,positive,4,resource add
1599,WQD7005,negative,2,make fully remote sometimes even heavy rain work student also need come
1600,WQD7005,positive,5,good thank much dr tea teach well
1601,WQD7005,negative,2,record lab easy refer allow virtual class cant make
1602,WQD7005,negative,1,course lab session would suggest use lab instead lecture hall go online lecture lecture hall not_have sufficient power plug laptop
1604,WQD7005,positive,4,sa software hop professor provide instructional video
1605,WQD7005,positive,4,well light
1606,WQD7005,positive,4,great learn curve application different tool deliver data mine class minimal code apply not_programming course method assessment recommend
1607,WQD7005,positive,5,great structure data mining topic clear example improvement method presentation lecture
1608,WQD7005,negative,1,propose lecture do inside facility power connectionsource student require demonstrate practical exercise class improve dk facility infrastructure
1609,WQD7005,positive,5,alternative assessment 2 require u complete within day quite unreasonable requirement many suggest dr consider extend duration submission
1610,WQD7005,positive,5,not_comments overall course good
1611,WQD7005,positive,5,include complete instruction aa instead add instruction half way group project list criterion need category instead add new requirement week week
1613,WQD7005,positive,4,change tool use course
1614,WQD7005,positive,4,please record every session session online session via teamsgoogle meetzoom
1615,WQD7005,positive,4,focus meaningful learn rather lot homework difficult complete
1618,WQD7005,positive,5,not_comments overall course good
1619,WQD7005,negative,1,many tool introduce not_widely use therefore might not_be useful future suggest focus 1 2 common tool talend not_very user friendly
1621,WQD7005,positive,4,please record every session session online session via teamsgoogle meetzoom
